Suburbasd,Address,Pricesdasd,SellerG,,,,,,,Suburb,Prices
North Melbourne,103/25 Byron St,450000,Jellis,,,,,,,,
North Melbourne,3 Murphy St,1470000,Jellis,,,,,,,,
North Melbourne,5/97 Oshanassy St,591500,Jellis,,,,,,,,
North Melbourne,8/201 Abbotsford St,1300000,Nelson,,,,,,,,
North Melbourne,18 Melrose St,1010000,Jellis,,,,,,,,
North Melbourne,674 Victoria St,1266000,Jellis,,,,,,,,
North Melbourne,509/30 Wreckyn St,620000,LITTLE,,,,,,,,
North Melbourne,25 Wilson Mw,872000,Gary,,,,,,,,
North Melbourne,3 Wilson Mw,700000,W.B.,,,,,,,,
North Melbourne,3/369 Abbotsford St,540000,Alexkarbon,,,,,,,,
North Melbourne,407/5 Stawell St,420000,Jellis,,,,,,,,
North Melbourne,443 Abbotsford St,1200000,Jellis,,,,,,,,
North Melbourne,306/350 Victoria St,630000,Alexkarbon,,,,,,,,
North Melbourne,3 Wilson Mw,690000,Rendina,,,,,,,,
North Melbourne,21/70 Oshanassy St,560000,Jellis,,,,,,,,
North Melbourne,20 Scotia St,800000,Nelson,,,,,,,,
North Melbourne,1/109 Arden St,665500,Alexkarbon,,,,,,,,
North Melbourne,14/7 Curran St,550055,Jellis,,,,,,,,
North Melbourne,11/368 Dryburgh St,358000,Jellis,,,,,,,,
North Melbourne,103/171 Flemington Rd,320000,W.B.,,,,,,,,
North Melbourne,10 Munster Tce,1000000,Nelson,,,,,,,,
North Melbourne,203/150 Peel St,598000,Alexkarbon,,,,,,,,
North Melbourne,2/101 Leveson St,950000,hockingstuart,,,,,,,,
North Melbourne,15 Mary St,1065000,Alexkarbon,,,,,,,,
North Melbourne,12 Curzon St,885000,Jellis,,,,,,,,
North Melbourne,11/19 Wood St,587134,Woodards,,,,,,,,
Northcote,43 Christmas St,1286000,McGrath,,,,,,,,
Northcote,30 Clarke St,1200000,Nelson,,,,,,,,
Northcote,57A Derby St,1382500,Nelson,,,,,,,,
Northcote,3/412 High St,630000,McGrath,,,,,,,,
Northcote,24 Jessie St,1600000,Jellis,,,,,,,,
Northcote,65 Bastings St,1310000,Jellis,,,,,,,,
Northcote,18 Claude St,1035000,Nelson,,,,,,,,
Northcote,220 Victoria Rd,1980000,McGrath,,,,,,,,
Northcote,5/162 Westgarth St,592000,Collins,,,,,,,,
Northcote,4 Wilmoth St,1335000,Ray,,,,,,,,
Northcote,39 Barry St,1710000,Collins,,,,,,,,
Northcote,51 Kellett St,1590000,Jellis,,,,,,,,
Northcote,3/2 McCracken Av,905000,Nelson,,,,,,,,
Northcote,12 Simpson St,2000000,Nelson,,,,,,,,
Northcote,7/9 Walker St,466000,Nelson,,,,,,,,
Northcote,11/94 Union St,583000,Nelson,,,,,,,,
Northcote,16/116 Arthurton Rd,418000,hockingstuart,,,,,,,,
Northcote,77 Dennis St,860000,Nelson,,,,,,,,
Northcote,4/75 Gadd St,650000,Nelson,,,,,,,,
Northcote,20 Oldis Av,1280000,Barry,,,,,,,,
Northcote,29 Westgarth St,1700000,hockingstuart,,,,,,,,
Northcote,99 Christmas St,1575000,McGrath,,,,,,,,
Northcote,58 Herbert St,950000,Purplebricks,,,,,,,,
Northcote,502/8 Breavington Wy,641000,Nelson,,,,,,,,
Northcote,6 Brooke St,1655000,Jellis,,,,,,,,
Northcote,13 Helen St,1950000,Jellis,,,,,,,,
Northcote,1a Reid St,720000,Peter,,,,,,,,
Northcote,32 Stott St,905000,Nelson,,,,,,,,
Northcote,91 Arthurton Rd,1255000,Nelson,,,,,,,,
Northcote,9/162 Clarke St,601000,Nelson,,,,,,,,
Northcote,122 Emmaline St,1020000,Nelson,,,,,,,,
Northcote,8/6 McCracken Av,460000,McGrath,,,,,,,,
Northcote,12/20 Ross St,435000,Nelson,,,,,,,,
Northcote,20 Salisbury Gr,790000,McGrath,,,,,,,,
Northcote,124a Victoria Rd,990000,Barry,,,,,,,,
Northcote,3/162 Westgarth St,605000,Love,,,,,,,,
Northcote,6 Cain Av,1153000,Jellis,,,,,,,,
Northcote,2B Creek Pde,2270000,Collins,,,,,,,,
Northcote,2/62 Cunningham St,385000,McGrath,,,,,,,,
Northcote,116a Emmaline St,1300000,Nelson,,,,,,,,
Northcote,156 Separation St,900000,Brad,,,,,,,,
Northcote,33 Spencer St,1340000,Leased,,,,,,,,
Northcote,109 Victoria Rd,1300000,Nelson,,,,,,,,
Northcote,18/70 Gadd St,680000,Ray,,,,,,,,
Northcote,68b Derby St,1310000,Nelson,,,,,,,,
Northcote,14 Henry St,1112000,Nelson,,,,,,,,
Northcote,141 Arthurton Rd,910000,Nelson,,,,,,,,
Northcote,808/8 Breavington Wy,520000,Nelson,,,,,,,,
Northcote,1/75 Gadd St,830000,Jellis,,,,,,,,
Northcote,7 Prospect Gr,2100000,Woodards,,,,,,,,
Northcote,1/79 Thomson St,1102000,Nelson,,,,,,,,
Northcote,238 Victoria Rd,1190000,Nelson,,,,,,,,
Northcote,1/221 Westgarth St,865000,Love,,,,,,,,
Northcote,13 Hawthorn Rd,2175000,Nelson,,,,,,,,
Northcote,154 Separation St,1085000,Brace,,,,,,,,
Northcote,1/68 Bridge St,312000,Harcourts,,,,,,,,
Northcote,8/62 Cunningham St,320000,Barry,,,,,,,,
Northcote,19 Hunter St,890000,hockingstuart,,,,,,,,
Northcote,4/1 Lorna Av,875000,Nelson,,,,,,,,
Northcote,81 Mitchell St,2700000,hockingstuart,,,,,,,,
Northcote,118 Roberts St,1101000,Jellis,,,,,,,,
Northcote,2/185 Separation St,550000,Barry,,,,,,,,
Northcote,36 Tanner Gr,926000,hockingstuart,,,,,,,,
Northcote,6 Clarke St,1050000,Nelson,,,,,,,,
Northcote,1/78 Helen St,1010000,Nelson,,,,,,,,
Northcote,2 Jamieson St,2155000,Jellis,,,,,,,,
Northcote,7/7 Simpson St,430000,Nelson,,,,,,,,
Northcote,13 Andrew St,1900000,hockingstuart,,,,,,,,
Northcote,121 Bent St,888000,hockingstuart,,,,,,,,
Northcote,45 Emmaline St,1020000,Nelson,,,,,,,,
Northcote,34 Oamaru St,1160000,hockingstuart,,,,,,,,
Northcote,2/13 Spencer St,844000,Barry,,,,,,,,
Northcote,64 Union St,1860000,Nelson,,,,,,,,
Northcote,48 Barry St,1676000,Jellis,,,,,,,,
Northcote,10 Campbell Gr,900000,Nelson,,,,,,,,
Northcote,83 Bastings St,1300000,Nelson,,,,,,,,
Northcote,4/140 Darebin Rd,810000,Jellis,,,,,,,,
Northcote,338 Separation St,701000,Nelson,,,,,,,,
Northcote,1/94 Union St,410000,Nelson,,,,,,,,
Northcote,9 Brooke St,1255000,Ray,,,,,,,,
Northcote,5/175 Gladstone Av,310000,LITTLE,,,,,,,,
Northcote,83 Gladstone Av,1215000,McGrath,,,,,,,,
Northcote,2/19 Glanfield St,665000,Barry,,,,,,,,
Northcote,3 Lorna Av,1800000,McGrath,,,,,,,,
Northcote,17B McFarlane St,1085000,McGrath,,,,,,,,
Northcote,7 McLachlan St,2315000,McGrath,,,,,,,,
Northcote,79 Christmas St,1170000,Barry,,,,,,,,
Northcote,22 Ellesmere St,875000,Nelson,,,,,,,,
Northcote,24 Barry St,1715000,Harrington,,,,,,,,
Northcote,178 Beaconsfield Pde,1396500,Woodards,,,,,,,,
Northcote,16/62 Cunningham St,422000,Chambers,,,,,,,,
Northcote,26 Hayes St,1474000,Jellis,,,,,,,,
Northcote,4A Jessie St,1340000,Jellis,,,,,,,,
Northcote,129 Separation St,980000,Nelson,,,,,,,,
Northcote,6 Dally St,1035000,hockingstuart,,,,,,,,
Northcote,1/5 Emmaline St,460000,Nelson,,,,,,,,
Northcote,42 Kellett St,1760000,Nelson,,,,,,,,
Northcote,127a Separation St,700000,Nelson,,,,,,,,
Northcote,19a Victoria Rd,975000,Barry,,,,,,,,
Northcote,8 Reid St,1095000,Ray,,,,,,,,
Northcote,60 Ross St,1121000,Ray,,,,,,,,
Northcote,1/54 Emmaline St,370000,hockingstuart,,,,,,,,
Northcote,12 Stott St,1225000,Barry,,,,,,,,
Northcote,43 Andrew St,2004000,Jellis,,,,,,,,
Northcote,52 Charles St,1211000,Jellis,,,,,,,,
Northcote,167 Clarke St,4300000,McGrath,,,,,,,,
Northcote,23 Howitt St,1400000,Collins,,,,,,,,
Northcote,1/13 Kellett St,770000,Nelson,,,,,,,,
Northcote,130 Mitchell St,1090000,Miles,,,,,,,,
Northcote,33 Oxford St,1830000,McGrath,,,,,,,,
Northcote,239 Victoria Rd,1000000,Nelson,,,,,,,,
Northcote,5/216 Westgarth St,600000,Jellis,,,,,,,,
Northcote,2/195 Clarke St,692000,Harcourts,,,,,,,,
Northcote,3/305 Heidelberg Rd,389000,Nelson,,,,,,,,
Northcote,15a Reid St,1620500,McGrath,,,,,,,,
Northcote,27 Zoe Cct,980000,Harrington,,,,,,,,
Northcote,1b Reid St,722000,Peter,,,,,,,,
Northcote,174 Beaconsfield Pde,1310000,Nelson,,,,,,,,
Northcote,14 Northcote St,1050000,Barry,,,,,,,,
Northcote,82 South Cr,1100000,Nelson,,,,,,,,
Northcote,29 Traill St,1700000,Nelson,,,,,,,,
Northcote,162 Bastings St,2160000,Jellis,,,,,,,,
Northcote,43 Bird Av,960000,Jellis,,,,,,,,
Northcote,13 Vauxhall Rd,1610000,Jellis,,,,,,,,
Northcote,13/200 Westgarth St,400000,Nelson,,,,,,,,
Northcote,160 Bent St,1420000,hockingstuart,,,,,,,,
Northcote,3 Brooke St,1950000,hockingstuart,,,,,,,,
Northcote,4 Clifton St,1820000,hockingstuart,,,,,,,,
Northcote,27 Vauxhall Rd,1900000,hockingstuart,,,,,,,,
Northcote,3 Atkinson St,1080000,Harrington,,,,,,,,
Northcote,17/203 Clarke St,570000,Woodards,,,,,,,,
Northcote,70 James St,1450000,McGrath,,,,,,,,
Northcote,14 Jenkins St,1400000,McGrath,,,,,,,,
Northcote,41 Johnson St,1340000,McGrath,,,,,,,,
Northcote,9/28 Ross St,340000,Nelson,,,,,,,,
Northcote,43 Salisbury Gr,1300000,Jellis,,,,,,,,
Northcote,25 Simpson St,2340000,McGrath,,,,,,,,
Northcote,77 Union St,1634000,Nelson,,,,,,,,
Northcote,51 Beavers Rd,910000,Jellis,,,,,,,,
Northcote,78 Bridge St,1650000,Nelson,,,,,,,,
Northcote,106 Christmas St,1130000,Nelson,,,,,,,,
Northcote,215 Clarke St,3850000,Jellis,,,,,,,,
Northcote,155 Westbourne Gr,1510000,Jellis,,,,,,,,
Northcote,118 Westgarth St,1500000,Jellis,,,,,,,,
Northcote,120 Westgarth St,2315000,Jellis,,,,,,,,
Oak Park,2/13 Cartwright St,670000,Brad,,,,,,,,
Oak Park,14 Marie St,892000,Nelson,,,,,,,,
Oak Park,1 Victoria St,592000,Barry,,,,,,,,
Oak Park,1/1 Gregory St,647000,Brad,,,,,,,,
Oak Park,40 Winifred St,865000,Brad,,,,,,,,
Oak Park,7 Cartwright St,1350000,Eview,,,,,,,,
Oak Park,2/13 Cartwright St,670000,hockingstuart,,,,,,,,
Oak Park,1/9 Cartwright St,476000,hockingstuart,,,,,,,,
Oak Park,40 New Rd,830000,Brad,,,,,,,,
Oak Park,44 Devereaux St,706000,Eview,,,,,,,,
Oak Park,11 Murphy St,920000,Ray,,,,,,,,
Oak Park,4/13 Sylvester St,522000,Stockdale,,,,,,,,
Oak Park,5/4 Ethel St,358500,Jason,,,,,,,,
Oak Park,7 Pines Gr,690000,Brad,,,,,,,,
Oak Park,19 John St,520000,Stockdale,,,,,,,,
Oak Park,4 Ridge Rd,800000,Stockdale,,,,,,,,
Oak Park,1/22 Lex Gr,770000,Brad,,,,,,,,
Oak Park,10 Grevillia Rd,1100000,Nelson,,,,,,,,
Oak Park,19 Valdoone Ct,727500,Brad,,,,,,,,
Oak Park,74a Winifred St,600000,Brad,,,,,,,,
Oak Park,28 Curie Av,1160000,Brad,,,,,,,,
Oak Park,3 Flannery Ct,925000,Brad,,,,,,,,
Oak Park,2/8 Gregory St,475000,Barry,,,,,,,,
Oak Park,14 Summit Av,715750,Stockdale,,,,,,,,
Oak Park,18 Summit Av,862500,Brad,,,,,,,,
Oak Park,5/25 Ethel St,651000,Nelson,,,,,,,,
Oak Park,1/29 Margaret St,770000,Nelson,,,,,,,,
Oak Park,63 Vincent St,900000,Nelson,,,,,,,,
Oak Park,96 Winifred St,815500,Brad,,,,,,,,
Oak Park,1 Jacaranda St,770000,Stockdale,,,,,,,,
Oak Park,3/54 Watt Av,599900,YPA,,,,,,,,
Oak Park,4/29 Margaret St,585500,Eview,,,,,,,,
Oak Park,40 Devereaux St,840000,Nelson,,,,,,,,
Oak Park,1/16 Grevillia Rd,765000,Eview,,,,,,,,
Oak Park,20 Lex Gr,1005000,Stockdale,,,,,,,,
Oak Park,2/16 Winifred St,470000,Barry,,,,,,,,
Oak Park,100 Winifred St,810000,Brad,,,,,,,,
Oak Park,1/13 Cartwright St,600000,Brad,,,,,,,,
Oak Park,1/4 Gregory St,675500,Nelson,,,,,,,,
Oak Park,4 Short Av,723000,Barry,,,,,,,,
Oak Park,1/12 Cartwright St,626000,Considine,,,,,,,,
Oak Park,1/13 Cartwright St,590000,hockingstuart,,,,,,,,
Oak Park,28 Watt Av,1201000,Barry,,,,,,,,
Oak Park,2/21 Gregory St,550000,Brad,,,,,,,,
Oak Park,15 Curie Av,940000,Stockdale,,,,,,,,
Oak Park,68 Vincent St,855333,Eview,,,,,,,,
Oak Park,3/43 Watt Av,572000,Nelson,,,,,,,,
Oak Park,11 Hillcrest Rd,900000,Brad,,,,,,,,
Oak Park,8a Pines Gr,480000,Brad,,,,,,,,
Oakleigh South,27 Beryl Av,991000,Woodards,,,,,,,,
Oakleigh South,41 Cleek Av,1242000,Buxton,,,,,,,,
Oakleigh South,21a Tular Av,665000,Buxton,,,,,,,,
Oakleigh South,2/232 Warrigal Rd,680000,Fletchers,,,,,,,,
Oakleigh South,14 Bossington St,981000,Buxton,,,,,,,,
Oakleigh South,9 Salem Av,1100000,hockingstuart,,,,,,,,
Oakleigh South,4 Montrose St,876000,Buxton,,,,,,,,
Oakleigh South,16 Alleford St,875000,Buxton,,,,,,,,
Oakleigh South,2/1073 Centre Rd,651000,Woodards,,,,,,,,
Oakleigh South,14 Columbia St,802000,Ray,,,,,,,,
Oakleigh South,21 Hardy Ct,995000,Ray,,,,,,,,
Oakleigh South,10 Luain Av,885000,Win,,,,,,,,
Oakleigh South,9 Wicks Ct,881500,Ray,,,,,,,,
Oakleigh South,17 Windsor Av,1380000,Ray,,,,,,,,
Oakleigh South,7 Cleek Av,1346000,Buxton,,,,,,,,
Oakleigh South,9 Sumersett Av,980000,Buxton,,,,,,,,
Oakleigh South,4 Cascade St,900000,Ray,,,,,,,,
Oakleigh South,3/1073 Centre Rd,782000,Woodards,,,,,,,,
Oakleigh South,10a Farm Rd,580000,Buxton,,,,,,,,
Oakleigh South,72A Axford Cr,665000,Buxton,,,,,,,,
Oakleigh South,13 Farm Rd,937500,Ray,,,,,,,,
Oakleigh South,25 Luntar Rd,1080000,Woodards,,,,,,,,
Oakleigh South,8 Riley St,1000000,Ray,,,,,,,,
Oakleigh South,10 Ward Av,800000,Woodards,,,,,,,,
Oakleigh South,1/650 Warrigal Rd,615000,RT,,,,,,,,
Oakleigh South,24 Guest Rd,1235000,Buxton,,,,,,,,
Oakleigh South,7 Robyn Ct,801347,Buxton,,,,,,,,
Oakleigh South,100 Sherbrooke Av,765000,C21,,,,,,,,
Oakleigh South,1/30 Mimosa Av,710000,Buxton,,,,,,,,
Oakleigh South,9 Emerald St,921000,hockingstuart,,,,,,,,
Oakleigh South,1172 North Rd,1900000,Harcourts,,,,,,,,
Oakleigh South,1/19 Dermot St,752500,Buxton,,,,,,,,
Oakleigh South,9 Telopea Ct,800000,Woodards,,,,,,,,
Oakleigh South,38 Beryl Av,1225000,Ray,,,,,,,,
Oakleigh South,14 Mimosa Av,1200500,Buxton,,,,,,,,
Oakleigh South,22 Tular Av,1141000,Ray,,,,,,,,
Oakleigh South,41 Bossington St,800000,Buxton,,,,,,,,
Oakleigh South,10 Cameron Av,1125000,Woodards,,,,,,,,
Oakleigh South,107 Golf Rd,1067000,Woodards,,,,,,,,
Oakleigh South,31 Riley St,1310000,Buxton,,,,,,,,
Oakleigh South,24 Valley St,800000,Ray,,,,,,,,
Oakleigh South,28 Devoy St,1260500,Buxton,,,,,,,,
Oakleigh South,37 Bourke Rd,676000,C21,,,,,,,,
Oakleigh South,15 Druitt St,850500,Buxton,,,,,,,,
Oakleigh South,2/3 Golf Rd,625000,LJ,,,,,,,,
Oakleigh South,3 Paula Ct,980500,McGrath,,,,,,,,
Oakleigh South,22 Pitt St,1068000,Ray,,,,,,,,
Oakleigh South,20 Sherbrooke Av,840000,Woodards,,,,,,,,
Oakleigh South,2/36 Cleek Av,935000,Buxton,,,,,,,,
Oakleigh South,2 Lehem Av,800000,Woodards,,,,,,,,
Oakleigh South,20 Vanessa Ct,937500,Greg,,,,,,,,
Oakleigh South,5 Salem Av,900000,Buxton,,,,,,,,
Oakleigh South,24 Terrigal Av,1410000,Buxton,,,,,,,,
Oakleigh South,15 Yarra Ct,1126000,Buxton,,,,,,,,
Oakleigh South,19 Reid St,778000,Ray,,,,,,,,
Parkville,50 Strickland Rd,1230000,Nelson,,,,,,,,
Parkville,12/238 The Avenue,1360000,Jellis,,,,,,,,
Parkville,40 Cade Wy,1300000,Nelson,,,,,,,,
Parkville,92 Fitzgibbon St,1805000,Collins,,,,,,,,
Parkville,14/18 Lennon St,352500,Jellis,,,,,,,,
Parkville,42 Park Dr,3210000,Kelly,,,,,,,,
Parkville,2/86 Cade Wy,500000,Jellis,,,,,,,,
Parkville,47/202 The Avenue,395000,Woodards,,,,,,,,
Parkville,9/18 Lennon St,307000,Jellis,,,,,,,,
Parkville,152 Park Dr,2200000,Collins,,,,,,,,
Parkville,105/459 Royal Pde,485000,Jellis,,,,,,,,
Parkville,84 Flemington Rd,2800000,Nelson,,,,,,,,
Parkville,168 Gatehouse St,1717500,Collins,,,,,,,,
Parkville,199 Park Dr,1265000,Nelson,,,,,,,,
Parkville,5/361 Royal Pde,401000,Nelson,,,,,,,,
Parkville,84 Story St,2375000,Red,,,,,,,,
Parkville,16 William St,1340000,Nelson,,,,,,,,
Parkville,66 Fitzgibbon St,1851000,Marshall,,,,,,,,
Parkville,11/2 MacArthur Rd,734600,Woodards,,,,,,,,
Parkville,110 Gatehouse St,1928000,Jellis,,,,,,,,
Parkville,12/196 The Avenue,526000,Nelson,,,,,,,,
Parkville,187 Park Dr,2236000,Collins,,,,,,,,
Parkville,12/228 The Avenue,500000,Nelson,,,,,,,,
Parkville,28/238 The Avenue,1403000,Nelson,,,,,,,,
Parkville,14 Carrangall Pl,965000,Woodards,,,,,,,,
Parkville,10/238 The Avenue,1040000,Nelson,,,,,,,,
Parkville,9/196 The Avenue,526000,Jellis,,,,,,,,
Parkville,17/248 The Avenue,750000,Jellis,,,,,,,,
Pascoe Vale,9 Irvine St,1120000,Brad,,,,,,,,
Pascoe Vale,7 Virginia St,770000,Nelson,,,,,,,,
Pascoe Vale,2/47 Austin Cr,455000,Eview,,,,,,,,
Pascoe Vale,2 Hazel Gr,915000,New,,,,,,,,
Pascoe Vale,27 Quick St,975000,Brad,,,,,,,,
Pascoe Vale,30 Stennis St,770000,Brad,,,,,,,,
Pascoe Vale,23 Alexandra St,780000,Brad,,,,,,,,
Pascoe Vale,44a Austin Cr,1276000,Nelson,,,,,,,,
Pascoe Vale,5/10 Dorset Rd,600000,Nelson,,,,,,,,
Pascoe Vale,3 Hazel Gr,1465000,Nelson,,,,,,,,
Pascoe Vale,16 Stennis St,955000,Nelson,,,,,,,,
Pascoe Vale,8 Wicklow St,767000,Brad,,,,,,,,
Pascoe Vale,31 Zenith St,1196000,Nelson,,,,,,,,
Pascoe Vale,24 Alexandra St,731000,Brad,,,,,,,,
Pascoe Vale,16 Burgundy St,555000,Brad,,,,,,,,
Pascoe Vale,2/22 Joffre Rd,585000,Jellis,,,,,,,,
Pascoe Vale,6/99 Kent Rd,480000,Ray,,,,,,,,
Pascoe Vale,2/58 Railway Pde,480000,Nelson,,,,,,,,
Pascoe Vale,1/94 Railway Pde,605000,Brad,,,,,,,,
Pascoe Vale,2/2 Bellevue Tce,495000,Brad,,,,,,,,
Pascoe Vale,2 Donnelly Ct,738000,Brad,,,,,,,,
Pascoe Vale,9/12 Pascoe St,386000,D'Aprano,,,,,,,,
Pascoe Vale,1/4 Perkin Av,517500,Nelson,,,,,,,,
Pascoe Vale,5/19 Raeburn St,452000,hockingstuart,,,,,,,,
Pascoe Vale,3/30 Snell Gr,522500,Raine,,,,,,,,
Pascoe Vale,1/23 Stewart St,601500,hockingstuart,,,,,,,,
Pascoe Vale,16 Fawkner Rd,1305000,Nelson,,,,,,,,
Pascoe Vale,60 Kent Rd,741000,Raine,,,,,,,,
Pascoe Vale,4/36 Sylvan Gr,495000,Brad,,,,,,,,
Pascoe Vale,24 Eddie St,1345000,Brad,,,,,,,,
Pascoe Vale,1c Hazel Gr,530000,hockingstuart,,,,,,,,
Pascoe Vale,9 Kevin St,815000,Brad,,,,,,,,
Pascoe Vale,17 Rhodes Pde,930000,Brad,,,,,,,,
Pascoe Vale,2/8 View St,521500,Jellis,,,,,,,,
Pascoe Vale,157 Cumberland Rd,730000,Brad,,,,,,,,
Pascoe Vale,34 Essex St,775000,Brad,,,,,,,,
Pascoe Vale,3/60 Austin Cr,495000,Brad,,,,,,,,
Pascoe Vale,232 Boundary Rd,990000,Harcourts,,,,,,,,
Pascoe Vale,16 Hayes Pde,950000,Nelson,,,,,,,,
Pascoe Vale,2 Hazel Gr,915000,New,,,,,,,,
Pascoe Vale,54 Railway Pde,900000,Brad,,,,,,,,
Pascoe Vale,4/18 Danin St,476450,Eview,,,,,,,,
Pascoe Vale,344 Gaffney St,810000,Brad,,,,,,,,
Pascoe Vale,9 Bendigo St,920000,Brad,,,,,,,,
Pascoe Vale,3/210 Cumberland Rd,590000,Ray,,,,,,,,
Pascoe Vale,22 Derby St,835000,Nelson,,,,,,,,
Pascoe Vale,1/5 Farringdon St,790000,Brad,,,,,,,,
Pascoe Vale,229 Sussex St,810000,Nelson,,,,,,,,
Pascoe Vale,2/56 View St,667500,Brad,,,,,,,,
Pascoe Vale,4/37 Arndt Rd,500000,Brad,,,,,,,,
Pascoe Vale,2/60 Bolingbroke St,485000,Brad,,,,,,,,
Pascoe Vale,1/30 Archibald St,488000,Nelson,,,,,,,,
Pascoe Vale,199 Cumberland Rd,900000,Nelson,,,,,,,,
Pascoe Vale,6 Merbein St,680000,hockingstuart,,,,,,,,
Pascoe Vale,8 Merbein St,683500,hockingstuart,,,,,,,,
Pascoe Vale,3 Dale Av,977000,Brad,,,,,,,,
Pascoe Vale,2/6 Devon Rd,590000,Nelson,,,,,,,,
Pascoe Vale,7 Dorothy St,770000,Barry,,,,,,,,
Pascoe Vale,12 Northumberland Rd,815000,Nelson,,,,,,,,
Pascoe Vale,27 Sefton St,975000,Brad,,,,,,,,
Pascoe Vale,109 Derby St,970000,Nelson,,,,,,,,
Pascoe Vale,2/7 Hazel Gr,515000,hockingstuart,,,,,,,,
Pascoe Vale,75 Landells Rd,985000,D'Aprano,,,,,,,,
Pascoe Vale,3/31 Pardy St,515000,Brad,,,,,,,,
Pascoe Vale,12 Karadoc Av,640000,hockingstuart,,,,,,,,
Pascoe Vale,3 Fawkner Rd,940000,Nelson,,,,,,,,
Pascoe Vale,8 Karadoc Av,770000,hockingstuart,,,,,,,,
Pascoe Vale,101 Northumberland Rd,600000,Eview,,,,,,,,
Pascoe Vale,2/42 Railway Pde,510000,D'Aprano,,,,,,,,
Pascoe Vale,282 Cumberland Rd,750000,hockingstuart,,,,,,,,
Pascoe Vale,48 Derby St,822000,hockingstuart,,,,,,,,
Pascoe Vale,70 Derby St,983000,Brad,,,,,,,,
Pascoe Vale,249 Sussex St,600000,Jellis,,,,,,,,
Pascoe Vale,37 Dale Av,900000,hockingstuart,,,,,,,,
Pascoe Vale,68 Devon Rd,640000,Nelson,,,,,,,,
Pascoe Vale,2/1 McCracken Av,470000,Nelson,,,,,,,,
Pascoe Vale,8/16 Pascoe St,430000,Trimson,,,,,,,,
Pascoe Vale,1c Adelaide St,540000,Brad,,,,,,,,
Pascoe Vale,7 Coane St,1350000,Nelson,,,,,,,,
Pascoe Vale,7/6 Downs St,540000,Nelson,,,,,,,,
Pascoe Vale,3 Dromana Av,818000,Nelson,,,,,,,,
Pascoe Vale,6 Olive Gr,780000,Brad,,,,,,,,
Pascoe Vale,2 Virginia St,474000,D'Aprano,,,,,,,,
Pascoe Vale,6 Collings Ct,810000,Brad,,,,,,,,
Pascoe Vale,173 Cumberland Rd,723000,Stockdale,,,,,,,,
Pascoe Vale,30 Downs St,550500,Nelson,,,,,,,,
Pascoe Vale,1/10 Callander Rd,610000,Ray,,,,,,,,
Pascoe Vale,11 Farringdon St,1000000,Brad,,,,,,,,
Pascoe Vale,4/143 Sussex St,533000,Brad,,,,,,,,
Pascoe Vale,1 Dorset Rd,630000,YPA,,,,,,,,
Pascoe Vale,2 Karadoc Av,805000,hockingstuart,,,,,,,,
Pascoe Vale,3/191 Sussex St,410000,Brad,,,,,,,,
Pascoe Vale,5 Virginia St,600000,Re,,,,,,,,
Pascoe Vale,2a Kent Rd,616000,Nelson,,,,,,,,
Pascoe Vale,7 Longview St,792000,Nelson,,,,,,,,
Pascoe Vale,1/19 Main St,800000,Eview,,,,,,,,
Pascoe Vale,10 Ashkanasy Av,750000,Barry,,,,,,,,
Pascoe Vale,12 Coane St,960000,hockingstuart,,,,,,,,
Pascoe Vale,95 Essex St,985000,Ray,,,,,,,,
Pascoe Vale,251 Gaffney St,820000,hockingstuart,,,,,,,,
Pascoe Vale,272 Sussex St,670000,hockingstuart,,,,,,,,
Pascoe Vale,26 Northumberland Rd,855000,Brad,,,,,,,,
Pascoe Vale,6/3 Plymouth Av,567000,Brad,,,,,,,,
Pascoe Vale,4/47 Surrey St,665000,New,,,,,,,,
Pascoe Vale,3/16 Bristol Rd,440000,Barry,,,,,,,,
Pascoe Vale,2 Longview St,690000,Brad,,,,,,,,
Pascoe Vale,4/4 Plymouth Av,560000,Nelson,,,,,,,,
Pascoe Vale,17 Prospect St,880000,Nelson,,,,,,,,
Pascoe Vale,4 Raeburn St,700000,Nelson,,,,,,,,
Pascoe Vale,2/36 Alpine Gr,600000,hockingstuart,,,,,,,,
Pascoe Vale,63 Cornwall Rd,721000,Alexkarbon,,,,,,,,
Pascoe Vale,58 Cumberland Rd,720000,hockingstuart,,,,,,,,
Pascoe Vale,10 Dromana Av,730000,Brad,,,,,,,,
Pascoe Vale,73 Park St,910000,Brad,,,,,,,,
Pascoe Vale,103 Sussex St,1570000,Barry,,,,,,,,
Pascoe Vale,2/153 Essex St,525500,Considine,,,,,,,,
Pascoe Vale,2/12 Lake Av,555000,Brad,,,,,,,,
Pascoe Vale,259 Sussex St,612500,Brad,,,,,,,,
Pascoe Vale,4/305 Cumberland Rd,248500,Brad,,,,,,,,
Pascoe Vale,130 Essex St,960000,Brad,,,,,,,,
Pascoe Vale,18 Kitchener Rd,1085000,Ray,,,,,,,,
Pascoe Vale,4a Surrey St,650000,Nelson,,,,,,,,
Pascoe Vale,12 Derby St,650000,Nelson,,,,,,,,
Pascoe Vale,1/22 Kitchener Rd,652500,Ray,,,,,,,,
Pascoe Vale,9 Ormond St,937000,Nelson,,,,,,,,
Pascoe Vale,1/12 Pascoe St,360000,Barry,,,,,,,,
Pascoe Vale,4/1 Rhodes Pde,500000,hockingstuart,,,,,,,,
Pascoe Vale,9 Somerset St,775000,Nelson,,,,,,,,
